n_sentences,utmos,dnsmos_ovrl,dnsmos_sig,dnsmos_bak
200,"{'p50': 3.881227493286133, 'p90': 4.233654117584228, 'p95': 4.281123924255371, 'p99': 4.36150137424469, 'mean': 3.834996763467789, 'std': 0.322756565889951, 'min': 2.8076555728912354, 'max': 4.362521648406982}","{'p50': 2.821653830449825, 'p90': 3.175900172264615, 'p95': 3.241980919903024, 'p99': 3.381716784582352, 'mean': 2.807130402554339, 'std': 0.3113500584762898, 'min': 1.9868694353314507, 'max': 3.449766620694779}","{'p50': 3.419886239875019, 'p90': 3.577640524902755, 'p95': 3.6088298748412186, 'p99': 3.6606837359512276, 'mean': 3.3956180580428903, 'std': 0.15662422798442519, 'min': 2.877978228953395, 'max': 3.683132867231406}","{'p50': 3.502783811960967, 'p90': 3.966812096001483, 'p95': 4.016504045179342, 'p99': 4.114805042593683, 'mean': 3.412837652789794, 'std': 0.4788021579688877, 'min': 1.9300996028336599, 'max': 4.170779963702901}"
